"tbl_dt","cnt","msisdn_distinct","DEPOSIT_QTY","DEPOSIT_AMT","mom_withdrawal_qty","mom_withdrawal_amt","mom_bill_payment_qty","mom_bill_payment_amt","mom_send_qty","mom_send_amt","mom_received_qty","mom_received_amt","mom_bank_transfer_qty","mom_bank_transfer_amt","gsm_nau_amt","gsm_dab_qty","gsm_la_days_qty","gsm_active_days_qty","gsm_nta_amt","gsm_out_calls_qty","gsm_uniq_out_bnum_qty","gsm_in_calls_qty","GSM_ACTIVE_DAYS_QTY","gsm_uniq_in_anum_qty","gsm_dat_vol_amt","gsm_me2u_received_qty","gsm_me2u_received_amt"
20191101,18253884,18089375,1552933,117635439844,1210644,104641342171,624497,10316508668.99,469695,95224794852.54999,474312,95766626101.65999,7950,3609374996,773803526.3304033,2754245,73970759691,5489150,4043675851,15591010,10832913,14754277,5489150,10219660,129410191.60288143,83428,117297468
20191102,18266756,18101578,1578343,93422673767,1232057,86051801023.83,619481,9512640302.15,461475,81404708303.68999,455168,81744784428.01999,7091,3101870852,4485885.885333,2775515,73940411194,5977412,3896292375,,,,5977412,,125250559.9519062,84541,107651648
20191103,18296528,18107145,1380774,60903259063,1156697,64155699679,583700,7573330798.8,359469,38679140841.649994,362887,39031595819.95,5262,1990250846,4327352.547191,2743583,73911028496,5993018,3730899814,,,,5993018,,124091773.62043,85981,101906710.013
20191104,18317066,18122949,1547246,102755588272,1187706,101325193865.5,605949,10273643042.65,439128,101246072168.1,443049,101379912757.1,8269,3603632632,5361539.858667001,2840296,73930790716,6041962,4130585955,,,,6041962,,120804266.10127258,85471,120487170.085
20191106,18340387,18149104,1535158,102251292866,1165739,99137707473,608845,10056064929.9,435644,87035818393.47998,439658,87453031869.77,8080,3569550078,4841322.495290001,2776728,73906494843,6001753,3990871652,,,,6001753,,141892261.4594946,86380,117263367.5
20191107,18351768,18161470,1485626,100694577547,1152545,120369902587.72,585462,9257296834.89,422374,83734595021.27,426223,84112632460.26997,7894,3120338038,5295557.582541001,2770160,73907661022,5969574,3872440080,,,,5969574,,148591350.5566225,85967,115788985.65
20191108,18365239,18173864,1502962,114664420029,1167879,91312229192.04001,588530,10950905675.4,440986,90589480642.92998,446649,91182462271.63,7792,3272430993,6919349.664936999,2698683,74115507510,5892794,3739588264,,,,5892794,,152291913.5816145,93297,115110823.36999999
20191109,18379261,18185815,1502406,86035500048,1208564,81832490579,651098,12690386571.939999,427070,83442213399.95001,432764,83992209627.44,6876,3266990258,6037709.256794006,2823509,74125318041,5942432,3875246431,,,,5942432,,146972174.75466347,86987,107223217.173
20191110,18384364,18193660,1344070,58164160109,1159137,62839754149,581568,8728666683.65,356022,42985637402.810005,360697,43555634502.810005,5134,1943719200,6267725.522217001,2765927,74191165404,6068791,3660556170,,,,6068791,,142330779.38840675,88523,95204889.985
20191111,18400050,18206098,1525488,99778406294,1210323,102620934418.65,629302,10958132747.68,464596,104445845806.21002,470207,105001123637.89,8929,3728136320,5653224.068,2797441,74332654348,6026582,3958882780,,,,6026582,,138217556.3955574,84050,108931723.2
20191112,18409908,18216415,1463465,104016526038,1175929,114103900066.13,620143,10343854328.25,441555,101220018240.14,446399,101846458634.14001,8810,3732411344,5503240.0473340005,2724060,74381773500,5923664,3837568867,,,,5923664,,138348671.73103428,83531,105085908.50700001
20191113,18426504,18229943,1479418,96183817119,1190583,109522008478.51,624054,10031771356.15,438536,95558428318.05,444877,95963798418.05002,7676,3107904683,4821012.65515,2780020,74520583367,5945930,3924948679,,,,5945930,,142646930.29755116,87016,107816950.82800001
20191114,18438275,18241605,1463796,93562380397,1165084,87008689181.25,633575,10026893487,424794,90822432167.64,430399,91392586900.1,7248,3101212883,4449118.309437001,2794137,74538450553,5968447,3909005086,,,,5968447,,154151378.6733122,85952,100931945.432
